chave_data,data,ano,mes,dia,nome_dia_semana,fim_de_semana,trimestre,alta_temporada,feriado,nome_feriado
20300423,2030-04-23,2030,4,23,Terça-feira,False,2,False,False,
20300424,2030-04-24,2030,4,24,Quarta-feira,False,2,False,False,
20300425,2030-04-25,2030,4,25,Quinta-feira,False,2,False,False,
20300426,2030-04-26,2030,4,26,Sexta-feira,False,2,False,False,
20300427,2030-04-27,2030,4,27,Sábado,True,2,False,False,
20300428,2030-04-28,2030,4,28,Domingo,True,2,False,False,
20300429,2030-04-29,2030,4,29,Segunda-feira,False,2,False,False,
20300430,2030-04-30,2030,4,30,Terça-feira,False,2,False,False,
20300501,2030-05-01,2030,5,1,Quarta-feira,False,2,False,True,Dia do Trabalhador
20300502,2030-05-02,2030,5,2,Quinta-feira,False,2,False,False,
20300503,2030-05-03,2030,5,3,Sexta-feira,False,2,False,False,
20300504,2030-05-04,2030,5,4,Sábado,True,2,False,False,
20300505,2030-05-05,2030,5,5,Domingo,True,2,False,False,
20300506,2030-05-06,2030,5,6,Segunda-feira,False,2,False,False,
20300507,2030-05-07,2030,5,7,Terça-feira,False,2,False,False,
20300508,2030-05-08,2030,5,8,Quarta-feira,False,2,False,False,
20300509,2030-05-09,2030,5,9,Quinta-feira,False,2,False,False,
20300510,2030-05-10,2030,5,10,Sexta-feira,False,2,False,False,
20300511,2030-05-11,2030,5,11,Sábado,True,2,False,False,
20300512,2030-05-12,2030,5,12,Domingo,True,2,False,False,
20300513,2030-05-13,2030,5,13,Segunda-feira,False,2,False,False,
20300514,2030-05-14,2030,5,14,Terça-feira,False,2,False,False,
20300515,2030-05-15,2030,5,15,Quarta-feira,False,2,False,False,
20300516,2030-05-16,2030,5,16,Quinta-feira,False,2,False,False,
20300517,2030-05-17,2030,5,17,Sexta-feira,False,2,False,False,
20300518,2030-05-18,2030,5,18,Sábado,True,2,False,False,
20300519,2030-05-19,2030,5,19,Domingo,True,2,False,False,
20300520,2030-05-20,2030,5,20,Segunda-feira,False,2,False,False,
20300521,2030-05-21,2030,5,21,Terça-feira,False,2,False,False,
20300522,2030-05-22,2030,5,22,Quarta-feira,False,2,False,False,
20300523,2030-05-23,2030,5,23,Quinta-feira,False,2,False,False,
20300524,2030-05-24,2030,5,24,Sexta-feira,False,2,False,False,
20300525,2030-05-25,2030,5,25,Sábado,True,2,False,False,
20300526,2030-05-26,2030,5,26,Domingo,True,2,False,False,
20300527,2030-05-27,2030,5,27,Segunda-feira,False,2,False,False,
20300528,2030-05-28,2030,5,28,Terça-feira,False,2,False,False,
20300529,2030-05-29,2030,5,29,Quarta-feira,False,2,False,False,
20300530,2030-05-30,2030,5,30,Quinta-feira,False,2,False,False,
20300531,2030-05-31,2030,5,31,Sexta-feira,False,2,False,False,
20300601,2030-06-01,2030,6,1,Sábado,True,2,False,False,
20300602,2030-06-02,2030,6,2,Domingo,True,2,False,False,
20300603,2030-06-03,2030,6,3,Segunda-feira,False,2,False,False,
20300604,2030-06-04,2030,6,4,Terça-feira,False,2,False,False,
20300605,2030-06-05,2030,6,5,Quarta-feira,False,2,False,False,
20300606,2030-06-06,2030,6,6,Quinta-feira,False,2,False,False,
20300607,2030-06-07,2030,6,7,Sexta-feira,False,2,False,False,
20300608,2030-06-08,2030,6,8,Sábado,True,2,False,False,
20300609,2030-06-09,2030,6,9,Domingo,True,2,False,False,
20300610,2030-06-10,2030,6,10,Segunda-feira,False,2,False,False,
20300611,2030-06-11,2030,6,11,Terça-feira,False,2,False,False,
20300612,2030-06-12,2030,6,12,Quarta-feira,False,2,False,False,
20300613,2030-06-13,2030,6,13,Quinta-feira,False,2,False,False,
20300614,2030-06-14,2030,6,14,Sexta-feira,False,2,False,False,
20300615,2030-06-15,2030,6,15,Sábado,True,2,False,False,
20300616,2030-06-16,2030,6,16,Domingo,True,2,False,False,
20300617,2030-06-17,2030,6,17,Segunda-feira,False,2,False,False,
20300618,2030-06-18,2030,6,18,Terça-feira,False,2,False,False,
20300619,2030-06-19,2030,6,19,Quarta-feira,False,2,False,False,
20300620,2030-06-20,2030,6,20,Quinta-feira,False,2,False,True,Corpus Christi
20300621,2030-06-21,2030,6,21,Sexta-feira,False,2,False,False,
20300622,2030-06-22,2030,6,22,Sábado,True,2,False,False,
20300623,2030-06-23,2030,6,23,Domingo,True,2,False,False,
20300624,2030-06-24,2030,6,24,Segunda-feira,False,2,False,False,
20300625,2030-06-25,2030,6,25,Terça-feira,False,2,False,False,
20300626,2030-06-26,2030,6,26,Quarta-feira,False,2,False,False,
20300627,2030-06-27,2030,6,27,Quinta-feira,False,2,False,False,
20300628,2030-06-28,2030,6,28,Sexta-feira,False,2,False,False,
20300629,2030-06-29,2030,6,29,Sábado,True,2,False,False,
20300630,2030-06-30,2030,6,30,Domingo,True,2,False,False,
20300701,2030-07-01,2030,7,1,Segunda-feira,False,3,True,False,
20300702,2030-07-02,2030,7,2,Terça-feira,False,3,True,False,
20300703,2030-07-03,2030,7,3,Quarta-feira,False,3,True,False,
20300704,2030-07-04,2030,7,4,Quinta-feira,False,3,True,False,
20300705,2030-07-05,2030,7,5,Sexta-feira,False,3,True,False,
20300706,2030-07-06,2030,7,6,Sábado,True,3,True,False,
20300707,2030-07-07,2030,7,7,Domingo,True,3,True,False,
20300708,2030-07-08,2030,7,8,Segunda-feira,False,3,True,False,
20300709,2030-07-09,2030,7,9,Terça-feira,False,3,True,False,
20300710,2030-07-10,2030,7,10,Quarta-feira,False,3,True,False,
20300711,2030-07-11,2030,7,11,Quinta-feira,False,3,True,False,
20300712,2030-07-12,2030,7,12,Sexta-feira,False,3,True,False,
20300713,2030-07-13,2030,7,13,Sábado,True,3,True,False,
20300714,2030-07-14,2030,7,14,Domingo,True,3,True,False,
20300715,2030-07-15,2030,7,15,Segunda-feira,False,3,True,False,
20300716,2030-07-16,2030,7,16,Terça-feira,False,3,True,False,
20300717,2030-07-17,2030,7,17,Quarta-feira,False,3,True,False,
20300718,2030-07-18,2030,7,18,Quinta-feira,False,3,True,False,
20300719,2030-07-19,2030,7,19,Sexta-feira,False,3,True,False,
20300720,2030-07-20,2030,7,20,Sábado,True,3,True,False,
20300721,2030-07-21,2030,7,21,Domingo,True,3,True,False,
20300722,2030-07-22,2030,7,22,Segunda-feira,False,3,True,False,
20300723,2030-07-23,2030,7,23,Terça-feira,False,3,True,False,
20300724,2030-07-24,2030,7,24,Quarta-feira,False,3,True,False,
20300725,2030-07-25,2030,7,25,Quinta-feira,False,3,True,False,
20300726,2030-07-26,2030,7,26,Sexta-feira,False,3,True,True,Fundação da cidade de Goiás
20300727,2030-07-27,2030,7,27,Sábado,True,3,True,False,
20300728,2030-07-28,2030,7,28,Domingo,True,3,True,False,
20300729,2030-07-29,2030,7,29,Segunda-feira,False,3,True,False,
20300730,2030-07-30,2030,7,30,Terça-feira,False,3,True,False,
20300731,2030-07-31,2030,7,31,Quarta-feira,False,3,True,False,
20300801,2030-08-01,2030,8,1,Quinta-feira,False,3,False,False,
20300802,2030-08-02,2030,8,2,Sexta-feira,False,3,False,False,
20300803,2030-08-03,2030,8,3,Sábado,True,3,False,False,
20300804,2030-08-04,2030,8,4,Domingo,True,3,False,False,
20300805,2030-08-05,2030,8,5,Segunda-feira,False,3,False,False,
20300806,2030-08-06,2030,8,6,Terça-feira,False,3,False,False,
20300807,2030-08-07,2030,8,7,Quarta-feira,False,3,False,False,
20300808,2030-08-08,2030,8,8,Quinta-feira,False,3,False,False,
20300809,2030-08-09,2030,8,9,Sexta-feira,False,3,False,False,
20300810,2030-08-10,2030,8,10,Sábado,True,3,False,False,
20300811,2030-08-11,2030,8,11,Domingo,True,3,False,False,
20300812,2030-08-12,2030,8,12,Segunda-feira,False,3,False,False,
20300813,2030-08-13,2030,8,13,Terça-feira,False,3,False,False,
20300814,2030-08-14,2030,8,14,Quarta-feira,False,3,False,False,
20300815,2030-08-15,2030,8,15,Quinta-feira,False,3,False,False,
20300816,2030-08-16,2030,8,16,Sexta-feira,False,3,False,False,
20300817,2030-08-17,2030,8,17,Sábado,True,3,False,False,
20300818,2030-08-18,2030,8,18,Domingo,True,3,False,False,
20300819,2030-08-19,2030,8,19,Segunda-feira,False,3,False,False,
20300820,2030-08-20,2030,8,20,Terça-feira,False,3,False,False,
20300821,2030-08-21,2030,8,21,Quarta-feira,False,3,False,False,
20300822,2030-08-22,2030,8,22,Quinta-feira,False,3,False,False,
20300823,2030-08-23,2030,8,23,Sexta-feira,False,3,False,False,
20300824,2030-08-24,2030,8,24,Sábado,True,3,False,False,
20300825,2030-08-25,2030,8,25,Domingo,True,3,False,False,
20300826,2030-08-26,2030,8,26,Segunda-feira,False,3,False,False,
20300827,2030-08-27,2030,8,27,Terça-feira,False,3,False,False,
20300828,2030-08-28,2030,8,28,Quarta-feira,False,3,False,False,
20300829,2030-08-29,2030,8,29,Quinta-feira,False,3,False,False,
20300830,2030-08-30,2030,8,30,Sexta-feira,False,3,False,False,
20300831,2030-08-31,2030,8,31,Sábado,True,3,False,False,
20300901,2030-09-01,2030,9,1,Domingo,True,3,False,False,
20300902,2030-09-02,2030,9,2,Segunda-feira,False,3,False,False,
20300903,2030-09-03,2030,9,3,Terça-feira,False,3,False,False,
20300904,2030-09-04,2030,9,4,Quarta-feira,False,3,False,False,
20300905,2030-09-05,2030,9,5,Quinta-feira,False,3,False,False,
20300906,2030-09-06,2030,9,6,Sexta-feira,False,3,False,False,
20300907,2030-09-07,2030,9,7,Sábado,True,3,False,True,Independência do Brasil
20300908,2030-09-08,2030,9,8,Domingo,True,3,False,False,
20300909,2030-09-09,2030,9,9,Segunda-feira,False,3,False,False,
20300910,2030-09-10,2030,9,10,Terça-feira,False,3,False,False,
20300911,2030-09-11,2030,9,11,Quarta-feira,False,3,False,False,
20300912,2030-09-12,2030,9,12,Quinta-feira,False,3,False,False,
20300913,2030-09-13,2030,9,13,Sexta-feira,False,3,False,False,
20300914,2030-09-14,2030,9,14,Sábado,True,3,False,False,
20300915,2030-09-15,2030,9,15,Domingo,True,3,False,False,
20300916,2030-09-16,2030,9,16,Segunda-feira,False,3,False,False,
20300917,2030-09-17,2030,9,17,Terça-feira,False,3,False,False,
20300918,2030-09-18,2030,9,18,Quarta-feira,False,3,False,False,
20300919,2030-09-19,2030,9,19,Quinta-feira,False,3,False,False,
20300920,2030-09-20,2030,9,20,Sexta-feira,False,3,False,False,
20300921,2030-09-21,2030,9,21,Sábado,True,3,False,False,
20300922,2030-09-22,2030,9,22,Domingo,True,3,False,False,
20300923,2030-09-23,2030,9,23,Segunda-feira,False,3,False,False,
20300924,2030-09-24,2030,9,24,Terça-feira,False,3,False,False,
20300925,2030-09-25,2030,9,25,Quarta-feira,False,3,False,False,
20300926,2030-09-26,2030,9,26,Quinta-feira,False,3,False,False,
20300927,2030-09-27,2030,9,27,Sexta-feira,False,3,False,False,
20300928,2030-09-28,2030,9,28,Sábado,True,3,False,False,
20300929,2030-09-29,2030,9,29,Domingo,True,3,False,False,
20300930,2030-09-30,2030,9,30,Segunda-feira,False,3,False,False,
20301001,2030-10-01,2030,10,1,Terça-feira,False,4,False,False,
20301002,2030-10-02,2030,10,2,Quarta-feira,False,4,False,False,
20301003,2030-10-03,2030,10,3,Quinta-feira,False,4,False,False,
20301004,2030-10-04,2030,10,4,Sexta-feira,False,4,False,False,
20301005,2030-10-05,2030,10,5,Sábado,True,4,False,False,
20301006,2030-10-06,2030,10,6,Domingo,True,4,False,False,
20301007,2030-10-07,2030,10,7,Segunda-feira,False,4,False,False,
20301008,2030-10-08,2030,10,8,Terça-feira,False,4,False,False,
20301009,2030-10-09,2030,10,9,Quarta-feira,False,4,False,False,
20301010,2030-10-10,2030,10,10,Quinta-feira,False,4,False,False,
20301011,2030-10-11,2030,10,11,Sexta-feira,False,4,False,False,
20301012,2030-10-12,2030,10,12,Sábado,True,4,False,True,Nossa Senhora Aparecida
20301013,2030-10-13,2030,10,13,Domingo,True,4,False,False,
20301014,2030-10-14,2030,10,14,Segunda-feira,False,4,False,False,
20301015,2030-10-15,2030,10,15,Terça-feira,False,4,False,False,
20301016,2030-10-16,2030,10,16,Quarta-feira,False,4,False,False,
20301017,2030-10-17,2030,10,17,Quinta-feira,False,4,False,False,
20301018,2030-10-18,2030,10,18,Sexta-feira,False,4,False,False,
20301019,2030-10-19,2030,10,19,Sábado,True,4,False,False,
20301020,2030-10-20,2030,10,20,Domingo,True,4,False,False,
20301021,2030-10-21,2030,10,21,Segunda-feira,False,4,False,False,
20301022,2030-10-22,2030,10,22,Terça-feira,False,4,False,False,
20301023,2030-10-23,2030,10,23,Quarta-feira,False,4,False,False,
20301024,2030-10-24,2030,10,24,Quinta-feira,False,4,False,True,Pedra fundamental de Goiânia
20301025,2030-10-25,2030,10,25,Sexta-feira,False,4,False,False,
20301026,2030-10-26,2030,10,26,Sábado,True,4,False,False,
20301027,2030-10-27,2030,10,27,Domingo,True,4,False,False,
20301028,2030-10-28,2030,10,28,Segunda-feira,False,4,False,True,Dia do Servidor Público
20301029,2030-10-29,2030,10,29,Terça-feira,False,4,False,False,
20301030,2030-10-30,2030,10,30,Quarta-feira,False,4,False,False,
20301031,2030-10-31,2030,10,31,Quinta-feira,False,4,False,False,
20301101,2030-11-01,2030,11,1,Sexta-feira,False,4,False,False,
20301102,2030-11-02,2030,11,2,Sábado,True,4,False,True,Finados
20301103,2030-11-03,2030,11,3,Domingo,True,4,False,False,
20301104,2030-11-04,2030,11,4,Segunda-feira,False,4,False,False,
20301105,2030-11-05,2030,11,5,Terça-feira,False,4,False,False,
20301106,2030-11-06,2030,11,6,Quarta-feira,False,4,False,False,
20301107,2030-11-07,2030,11,7,Quinta-feira,False,4,False,False,
20301108,2030-11-08,2030,11,8,Sexta-feira,False,4,False,False,
20301109,2030-11-09,2030,11,9,Sábado,True,4,False,False,
20301110,2030-11-10,2030,11,10,Domingo,True,4,False,False,
20301111,2030-11-11,2030,11,11,Segunda-feira,False,4,False,False,
20301112,2030-11-12,2030,11,12,Terça-feira,False,4,False,False,
20301113,2030-11-13,2030,11,13,Quarta-feira,False,4,False,False,
20301114,2030-11-14,2030,11,14,Quinta-feira,False,4,False,False,
20301115,2030-11-15,2030,11,15,Sexta-feira,False,4,False,True,Proclamação da República
20301116,2030-11-16,2030,11,16,Sábado,True,4,False,False,
20301117,2030-11-17,2030,11,17,Domingo,True,4,False,False,
20301118,2030-11-18,2030,11,18,Segunda-feira,False,4,False,False,
20301119,2030-11-19,2030,11,19,Terça-feira,False,4,False,False,
20301120,2030-11-20,2030,11,20,Quarta-feira,False,4,False,True,Dia Nacional de Zumbi e da Consciência Negra
20301121,2030-11-21,2030,11,21,Quinta-feira,False,4,False,False,
20301122,2030-11-22,2030,11,22,Sexta-feira,False,4,False,False,
20301123,2030-11-23,2030,11,23,Sábado,True,4,False,False,
20301124,2030-11-24,2030,11,24,Domingo,True,4,False,False,
20301125,2030-11-25,2030,11,25,Segunda-feira,False,4,False,False,
20301126,2030-11-26,2030,11,26,Terça-feira,False,4,False,False,
20301127,2030-11-27,2030,11,27,Quarta-feira,False,4,False,False,
20301128,2030-11-28,2030,11,28,Quinta-feira,False,4,False,False,
20301129,2030-11-29,2030,11,29,Sexta-feira,False,4,False,False,
20301130,2030-11-30,2030,11,30,Sábado,True,4,False,False,
20301201,2030-12-01,2030,12,1,Domingo,True,4,False,False,
20301202,2030-12-02,2030,12,2,Segunda-feira,False,4,False,False,
20301203,2030-12-03,2030,12,3,Terça-feira,False,4,False,False,
20301204,2030-12-04,2030,12,4,Quarta-feira,False,4,False,False,
20301205,2030-12-05,2030,12,5,Quinta-feira,False,4,False,False,
20301206,2030-12-06,2030,12,6,Sexta-feira,False,4,False,False,
20301207,2030-12-07,2030,12,7,Sábado,True,4,False,False,
20301208,2030-12-08,2030,12,8,Domingo,True,4,False,False,
20301209,2030-12-09,2030,12,9,Segunda-feira,False,4,False,False,
20301210,2030-12-10,2030,12,10,Terça-feira,False,4,False,False,
20301211,2030-12-11,2030,12,11,Quarta-feira,False,4,False,False,
20301212,2030-12-12,2030,12,12,Quinta-feira,False,4,False,False,
20301213,2030-12-13,2030,12,13,Sexta-feira,False,4,False,False,
20301214,2030-12-14,2030,12,14,Sábado,True,4,False,False,
20301215,2030-12-15,2030,12,15,Domingo,True,4,False,False,
20301216,2030-12-16,2030,12,16,Segunda-feira,False,4,False,False,
20301217,2030-12-17,2030,12,17,Terça-feira,False,4,False,False,
20301218,2030-12-18,2030,12,18,Quarta-feira,False,4,False,False,
20301219,2030-12-19,2030,12,19,Quinta-feira,False,4,False,False,
20301220,2030-12-20,2030,12,20,Sexta-feira,False,4,False,False,
20301221,2030-12-21,2030,12,21,Sábado,True,4,False,False,
20301222,2030-12-22,2030,12,22,Domingo,True,4,False,False,
20301223,2030-12-23,2030,12,23,Segunda-feira,False,4,False,False,
20301224,2030-12-24,2030,12,24,Terça-feira,False,4,False,True,Véspera de Natal
20301225,2030-12-25,2030,12,25,Quarta-feira,False,4,False,True,Natal
20301226,2030-12-26,2030,12,26,Quinta-feira,False,4,False,False,
20301227,2030-12-27,2030,12,27,Sexta-feira,False,4,False,False,
20301228,2030-12-28,2030,12,28,Sábado,True,4,False,False,
20301229,2030-12-29,2030,12,29,Domingo,True,4,False,False,
20301230,2030-12-30,2030,12,30,Segunda-feira,False,4,False,False,
20301231,2030-12-31,2030,12,31,Terça-feira,False,4,False,True,Véspera de Ano-Novo
20310101,2031-01-01,2031,1,1,Quarta-feira,False,1,False,True,Confraternização Universal
20310102,2031-01-02,2031,1,2,Quinta-feira,False,1,False,False,
20310103,2031-01-03,2031,1,3,Sexta-feira,False,1,False,False,
20310104,2031-01-04,2031,1,4,Sábado,True,1,False,False,
20310105,2031-01-05,2031,1,5,Domingo,True,1,False,False,
20310106,2031-01-06,2031,1,6,Segunda-feira,False,1,False,False,
20310107,2031-01-07,2031,1,7,Terça-feira,False,1,False,False,
20310108,2031-01-08,2031,1,8,Quarta-feira,False,1,False,False,
20310109,2031-01-09,2031,1,9,Quinta-feira,False,1,False,False,
20310110,2031-01-10,2031,1,10,Sexta-feira,False,1,False,False,
20310111,2031-01-11,2031,1,11,Sábado,True,1,False,False,
20310112,2031-01-12,2031,1,12,Domingo,True,1,False,False,
20310113,2031-01-13,2031,1,13,Segunda-feira,False,1,False,False,
20310114,2031-01-14,2031,1,14,Terça-feira,False,1,False,False,
20310115,2031-01-15,2031,1,15,Quarta-feira,False,1,False,False,
20310116,2031-01-16,2031,1,16,Quinta-feira,False,1,False,False,
20310117,2031-01-17,2031,1,17,Sexta-feira,False,1,False,False,
20310118,2031-01-18,2031,1,18,Sábado,True,1,False,False,
20310119,2031-01-19,2031,1,19,Domingo,True,1,False,False,
20310120,2031-01-20,2031,1,20,Segunda-feira,False,1,False,False,
20310121,2031-01-21,2031,1,21,Terça-feira,False,1,False,False,
20310122,2031-01-22,2031,1,22,Quarta-feira,False,1,False,False,
20310123,2031-01-23,2031,1,23,Quinta-feira,False,1,False,False,
20310124,2031-01-24,2031,1,24,Sexta-feira,False,1,False,False,
20310125,2031-01-25,2031,1,25,Sábado,True,1,False,False,
20310126,2031-01-26,2031,1,26,Domingo,True,1,False,False,
20310127,2031-01-27,2031,1,27,Segunda-feira,False,1,False,False,
20310128,2031-01-28,2031,1,28,Terça-feira,False,1,False,False,
20310129,2031-01-29,2031,1,29,Quarta-feira,False,1,False,False,
20310130,2031-01-30,2031,1,30,Quinta-feira,False,1,False,False,
20310131,2031-01-31,2031,1,31,Sexta-feira,False,1,False,False,
20310201,2031-02-01,2031,2,1,Sábado,True,1,False,False,
20310202,2031-02-02,2031,2,2,Domingo,True,1,False,False,
20310203,2031-02-03,2031,2,3,Segunda-feira,False,1,False,False,
20310204,2031-02-04,2031,2,4,Terça-feira,False,1,False,False,
20310205,2031-02-05,2031,2,5,Quarta-feira,False,1,False,False,
20310206,2031-02-06,2031,2,6,Quinta-feira,False,1,False,False,
